order_id,customer_id,customer_name,email,order_date,ship_date,region,channel,product_category,quantity,unit_price,discount_pct,order_status,payment_status,delivery_days,customer_age,postcode,Duplicate,DateValidation,,,,,,
O003556,C04241,Amara Farah,amara.farah4241@example.com,14/07/2026,21/07/2026,East,Store,Home,8,28,5,open,paid,7,58,P9 7AW,1,FALSE,,,,,,
O003212,C04527,Peter Yusuf,peter.yusuf4527@example.com,22/07/2026,25/07/2026,South,Web,Beauty,3,28,15,delivered,paid,3,62,FO8 7NY,1,FALSE,,,,,,
O005168,C02578,Grace Mensah,grace.mensah2578@example.com,21/07/2026,25/07/2026,East,Web,Fashion,5,28,20,shipped,paid,4,61,JW3 3XP,1,FALSE,,,,,,
O000912,C04720,Tom Yusuf,tom.yusuf4720@example.com,14/07/2026,17/07/2026,West,Web,Beauty,6,50,0,shipped,paid,3,45,AM9 9PM,1,FALSE,,,,,,
O009321,C02421,Kwame Bello,kwame.bello2421@example.com,18/07/2026,22/07/2026,South,Web,Electronics,5,51,0,delivered,paid,4,21,EG8 2FS,1,FALSE,,,,,,
O003980,C03463,Ngozi Noor,ngozi.noor3463@example.com,08/07/2026,09/07/2026,East,Web,Fashion,5,54,0,cancelled,refund_pending,1,53,MP4 1NC,1,FALSE,,,,,,
O006956,C04157,Rita Owusu,rita.owusu4157@example.com,12/07/2026,16/07/2026,South,Store,Beauty,3,53,10,delivered,paid,4,24,C7 1QZ,1,FALSE,,,,,,
O007675,C04822,Omar Khan,omar.khan4822@example.com,09/07/2026,16/07/2026,West,Store,Electronics,7,158,0,delivered,pending,7,50,CR8 1GB,1,FALSE,,,,,,
O009724,C01190,Liam Owusu,liam.owusu1190@example.com,22/07/2026,23/07/2026,North,Phone,Electronics,4,156,0,open,pending,1,51,SW8 9KW,1,FALSE,,,,,,
O009602,C04341,Ruth Ali,ruth.ali4341@example.com,12/07/2026,14/07/2026,South,Web,Beauty,6,24,0,shipped,paid,2,28,M8 8MY,1,FALSE,,,,,,
O006738,C03368,Jon Nwosu,jon.nwosu3368@example.com,14/07/2026,21/07/2026,West,Web,Beauty,3,63,0,shipped,paid,7,64,O4 1YV,1,FALSE,,,,,,
O007499,C01791,Ella Stone,ella.stone1791@example.com,22/07/2026,,East,Phone,Fashion,4,29,20,delivered,paid,2,34,UR1 0VJ,1,TRUE,,,,,,
O009700,C03153,Liam Park,liam.park3153@example.com,26/07/2026,02/08/2026,North,Store,Electronics,4,171,0,open,pending,7,20,CL8 2FY,1,FALSE,,,,,,
O006837,C05316,Rita Baker,rita.baker5316@example.com,21/07/2026,24/07/2026,South,Phone,Home,12,35,0,shipped,paid,3,30,YA8 5YT,1,FALSE,,,,,,
O004938,C04936,Lina Ali,lina.ali4936@example.com,28/07/2026,30/07/2026,North,Web,Electronics,4,236,0,open,pending,2,22,MJ2 0DM,1,FALSE,,,,,,
O009488,C04647,Lina Brown,lina.brown4647@example.com,30/07/2026,31/07/2026,North,Phone,Electronics,4,269,10,open,pending,1,57,N6 2GQ,1,FALSE,,,,,,
O001745,C01168,Rita Farah,rita.farah1168@example.com,14/07/2026,16/07/2026,West,Web,Home,3,50,20,open,pending,2,70,L6 9XD,1,FALSE,,,,,,
O007822,C01780,Tom Ade,tom.ade1780@example.com,25/07/2026,26/07/2026,West,Web,Beauty,2,39,20,delivered,paid,1,56,RL8 7VO,1,FALSE,,,,,,
O002767,C01885,Aisha Bello,aisha.bello1885@example.com,08/07/2026,14/07/2026,South,Phone,Fashion,12,28,0,shipped,paid,6,63,JC6 8BA,1,FALSE,,,,,,
O009332,C01572,Lina Cole,lina.cole1572@example.com,21/07/2026,23/07/2026,North,Store,Electronics,4,173,0,shipped,paid,2,41,G5 7ZH,1,FALSE,,,,,,
O004097,C01712,Marcus Hassan,marcus.hassan1712@example.com,08/07/2026,09/07/2026,South,Store,Fashion,6,19,20,cancelled,pending,1,57,G7 9ET,1,FALSE,,,,,,
O007684,C05086,Lina King,lina.king5086@example.com,28/07/2026,30/07/2026,South,Store,Fashion,2,16,0,shipped,paid,2,35,E7 3VZ,1,FALSE,,,,,,
O002389,C02739,Lina Hassan,lina.hassan2739@example.com,04/07/2026,07/07/2026,North,Web,Fashion,4,22,0,delivered,paid,3,24,P3 9HR,1,FALSE,,,,,,
O005569,C00919,Lina Hassan,lina.hassan919@example.com,10/07/2026,15/07/2026,North,Store,Fashion,4,43,20,delivered,paid,5,57,R9 5KM,1,FALSE,,,,,,
O009179,C01393,Lina Ibrahim,lina.ibrahim1393@example.com,30/07/2026,01/08/2026,North,Web,Beauty,4,34,10,open,pending,2,29,F2 5ZH,1,FALSE,,,,,,
O008988,C03709,Lina Ibrahim,lina.ibrahim3709@example.com,29/07/2026,30/07/2026,North,Store,Fashion,4,43,0,shipped,paid,1,49,M9 9UY,1,FALSE,,,,,,
O001125,C00866,Lina King,lina.king866@example.com,13/07/2026,14/07/2026,North,Phone,Fashion,4,27,5,shipped,paid,1,38,UU8 4HY,1,FALSE,,,,,,
O008089,C05168,Aisha Mensah,,07/07/2026,08/07/2026,West,Phone,Beauty,1,51,5,delivered,pending,1,36,E8 7VS,1,FALSE,,,,,,
O008898,C03671,Lina Nwosu,lina.nwosu3671@example.com,29/07/2026,04/08/2026,North,Web,Fashion,4,51,0,shipped,paid,6,53,KJ6 4AK,1,FALSE,,,,,,
O007769,C05398,Leo Stone,leo.stone5398@example.com,23/07/2026,28/07/2026,South,Web,Home,4,57,10,shipped,pending,5,50,KY2 3TP,1,FALSE,,,,,,
O000018,C02015,Maya Okafor,maya.okafor2015@example.com,19/07/2026,20/07/2026,South,Phone,Fashion,7,22,0,cancelled,refund_pending,1,25,KA9 8MM,1,FALSE,,,,,,
O000979,C02508,Sara Baker,sara.baker2508@example.com,18/07/2026,23/07/2026,West,Phone,Electronics,11,182,10,shipped,paid,5,42,JT2 5VZ,1,FALSE,,,,,,
O001191,C02819,Hana Ibrahim,hana.ibrahim2819@example.com,12/07/2026,18/07/2026,East,Phone,Fashion,11,42,15,shipped,paid,6,33,TS5 6HU,1,FALSE,,,,,,
O011042,C90042,P. Yusuf,paul.yusuf12362@example.com,27/07/2026,28/07/2026,East,Store,Electronics,7,274,5,open,paid,1,65,SY1 6TA,1,FALSE,,,,,,
O009350,C02935,Mary Carter,mary.carter2935@example.com,24/07/2026,29/07/2026,South,Web,Electronics,1,199,15,shipped,paid,5,52,AX2 4GP,1,FALSE,,,,,,
O004077,C00464,Marcus Ali,marcus.ali464@example.com,29/07/2026,05/08/2026,North,Store,Beauty,4,53,0,open,pending,7,25,D6 2BM,1,FALSE,,,,,,
O004821,C02554,Ella Green,ella.green2554@example.com,18/07/2026,,East,Web,Fashion,10,17,20,shipped,paid,5,59,RN2 1SF,1,TRUE,,,,,,
O004788,C00583,Hana Li,hana.li583@example.com,02/07/2026,05/07/2026,West,Store,Home,8,21,0,shipped,paid,3,38,NR8 4CW,1,FALSE,,,,,,
O007174,C03096,Ben Osei,ben.osei3096@example.com,12/07/2026,16/07/2026,East,Web,Electronics,4,109,0,cancelled,refund_pending,4,45,C5 5BJ,1,FALSE,,,,,,
O000570,C02517,Jon Ade,,28/07/2026,01/08/2026,East,Web,Home,10,104,20,cancelled,pending,4,28,A5 4KE,1,FALSE,,,,,,
O008787,C01412,Paul Osei,paul.osei1412@example.com,14/07/2026,16/07/2026,East,Web,Electronics,3,206,5,shipped,paid,2,42,L2 6ZV,1,FALSE,,,,,,
O003995,C00160,Priya Khan,,30/07/2026,,South,Web,Beauty,7,,20,shipped,paid,5,39,JA9 4FN,1,TRUE,,,,,,
O001960,C00801,Marcus Evans,marcus.evans801@example.com,17/07/2026,23/07/2026,North,Phone,Beauty,4,35,20,shipped,paid,6,62,VB6 3FW,1,FALSE,,,,,,
O004005,C02398,Ruth White,ruth.white2398@example.com,15/07/2026,18/07/2026,South,Web,Home,8,53,5,shipped,paid,3,52,NK6 6HB,1,FALSE,,,,,,
O003431,C00589,Marcus Green,marcus.green589@example.com,14/07/2026,21/07/2026,North,Web,Beauty,4,49,15,shipped,paid,7,65,R5 2QZ,1,FALSE,,,,,,
O003829,C04288,Sam Ibrahim,sam.ibrahim4288@example.com,18/07/2026,23/07/2026,South,Web,Fashion,10,,20,cancelled,refund_pending,5,36,XW5 0DK,1,FALSE,,,,,,
O004706,C04114,Amina Osei,amina.osei4114@example.com,03/07/2026,08/07/2026,East,Phone,Electronics,4,240,20,returned,refund_pending,5,44,F3 9EJ,1,FALSE,,,,,,
O001170,C01051,Helen Bello,helen.bello1051@example.com,16/07/2026,,East,Phone,Home,6,62,0,shipped,paid,6,21,T5 8XQ,1,TRUE,,,,,,
O009180,C04001,Ruth Owusu,ruth.owusu4001@example.com,19/07/2026,26/07/2026,South,Web,Electronics,10,239,10,shipped,paid,7,47,CD6 5KR,1,FALSE,,,,,,
O008071,C01785,Ben Yusuf,ben.yusuf1785@example.com,23/07/2026,25/07/2026,West,Web,Beauty,3,44,0,cancelled,refund_pending,2,34,B2 2TD,1,FALSE,,,,,,
O008275,C04455,Samuel Nwosu,samuel.nwosu4455@example.com,10/07/2026,13/07/2026,South,Phone,Fashion,5,31,15,shipped,paid,3,64,T6 4PH,1,FALSE,,,,,,
O008708,C02062,Ella Bello,ella.bello2062@example.com,27/07/2026,01/08/2026,East,Web,Fashion,11,31,0,shipped,paid,5,70,A7 2SN,1,FALSE,,,,,,
O008952,C02888,Marcus Ibrahim,marcus.ibrahim2888@example.com,10/07/2026,11/07/2026,North,Store,Home,4,60,0,delivered,paid,1,66,G7 5HU,1,FALSE,,,,,,
O004557,C00249,Sara Evans,sara.evans249@example.com,10/07/2026,16/07/2026,South,Store,Beauty,6,59,5,shipped,paid,6,28,HW5 5WK,1,FALSE,,,,,,
O006214,C03477,David Carter,david.carter3477@example.com,15/07/2026,20/07/2026,West,Web,Beauty,12,18,20,returned,refund_pending,5,55,VK9 1LE,1,FALSE,,,,,,
O004879,C03973,Marcus Khan,marcus.khan3973@example.com,25/07/2026,01/08/2026,North,Phone,Home,4,,0,shipped,paid,7,21,B2 6HB,1,FALSE,,,,,,
O001047,C03143,Fatima Baker,fatima.baker3143@example.com,09/07/2026,11/07/2026,West,Store,Electronics,2,105,0,open,pending,2,54,R4 3AR,1,FALSE,,,,,,
O006333,C02153,Yusuf Brown,,09/07/2026,11/07/2026,West,Phone,Fashion,5,49,10,delivered,paid,2,61,GL4 3MU,1,FALSE,,,,,,
O000825,C02043,Hana Ali,hana.ali2043@example.com,16/07/2026,,South,Store,Fashion,12,36,10,delivered,paid,2,32,S4 6SS,1,TRUE,,,,,,
O006031,C02436,Marcus Li,marcus.li2436@example.com,20/07/2026,27/07/2026,North,Web,Electronics,4,248,5,open,paid,7,67,YX7 8QA,1,FALSE,,,,,,
O006198,C00148,Sam Yusuf,sam.yusuf148@example.com,30/07/2026,02/08/2026,West,Web,Fashion,7,58,5,delivered,pending,3,44,UJ3 7JV,1,FALSE,,,,,,
O004759,C03607,Marcus Reyes,marcus.reyes3607@example.com,26/07/2026,30/07/2026,West,Web,Beauty,2,64,0,shipped,paid,4,18,KF3 0ZV,1,FALSE,,,,,,
O000953,C03488,Ngozi Green,ngozi.green3488@example.com,27/07/2026,28/07/2026,South,Store,Fashion,12,16,0,open,pending,1,69,JC9 2SV,1,FALSE,,,,,,
O005369,C04184,Marcus Park,marcus.park4184@example.com,24/07/2026,27/07/2026,North,Phone,Home,4,92,20,shipped,paid,3,68,JV6 2JJ,1,FALSE,,,,,,
O008881,C00006,Marcus Reyes,marcus.reyes6@example.com,26/07/2026,02/08/2026,North,Web,Fashion,4,58,20,shipped,paid,7,31,WL7 3NT,1,FALSE,,,,,,
O009140,C01191,Lina Ali,lina.ali1191@example.com,22/07/2026,29/07/2026,East,Phone,Home,7,29,10,shipped,pending,7,26,P9 8TV,1,FALSE,,,,,,
O006262,C02501,Robert King,robert.king2501@example.com,03/07/2026,04/07/2026,West,Phone,Fashion,10,25,0,cancelled,pending,1,54,FP2 1PS,1,FALSE,,,,,,
O005354,C04065,Marcus White,marcus.white4065@example.com,15/07/2026,16/07/2026,North,Store,Home,4,60,0,cancelled,pending,1,46,N2 4YH,1,FALSE,,,,,,
O002721,C01863,Yusuf Stone,yusuf.stone1863@example.com,22/07/2026,29/07/2026,East,Phone,Beauty,3,10,0,delivered,paid,7,27,V7 0XM,1,FALSE,,,,,,
O000216,C02501,Robert King,robert.king2501@example.com,21/07/2026,26/07/2026,East,Phone,Electronics,6,118,0,shipped,paid,5,21,FP2 1PS,1,FALSE,,,,,,
O007226,C02057,Mary Diallo,mary.diallo2057@example.com,29/07/2026,02/08/2026,North,Phone,Electronics,4,49,0,delivered,paid,4,49,VF5 2WW,1,FALSE,,,,,,
O001510,C04397,Chloe Reyes,chloe.reyes4397@example.com,19/07/2026,26/07/2026,South,Phone,Beauty,6,28,10,shipped,paid,7,26,OD9 0HO,1,FALSE,,,,,,
O008202,C00789,Fatima Noor,fatima.noor789@example.com,15/07/2026,21/07/2026,West,Web,Home,2,15,5,shipped,paid,6,70,UD6 5AP,1,FALSE,,,,,,
O006435,C01353,Hana Khan,hana.khan1353@example.com,24/07/2026,28/07/2026,West,Web,Home,2,88,0,shipped,paid,4,36,R3 7ZA,1,FALSE,,,,,,
O005847,C03073,Aisha Ade,aisha.ade3073@example.com,10/07/2026,15/07/2026,East,Phone,Beauty,2,19,0,delivered,paid,5,20,E8 2UT,1,FALSE,,,,,,
O000774,C04253,Sam Farah,sam.farah4253@example.com,20/07/2026,27/07/2026,West,Web,Beauty,4,43,20,open,pending,7,44,RB6 6CS,1,FALSE,,,,,,
O000113,C02686,Mary King,mary.king2686@example.com,25/07/2026,30/07/2026,North,Store,Beauty,4,56,20,returned,refund_pending,5,25,R8 5UZ,1,FALSE,,,,,,
O000215,C02643,Lina Green,lina.green2643@example.com,08/07/2026,10/07/2026,South,Web,Beauty,5,20,5,shipped,paid,2,54,N6 4AJ,1,FALSE,,,,,,
O004441,C01884,Paul Osei,paul.osei1884@example.com,05/07/2026,12/07/2026,West,Web,Electronics,4,275,0,shipped,paid,7,39,S4 6WP,1,FALSE,,,,,,
O002910,C00438,Amara Park,amara.park438@example.com,04/07/2026,10/07/2026,East,Web,Fashion,8,5400,15,delivered,paid,6,40,VW9 6OL,1,FALSE,,,,,,
O009463,C03185,Marcus Adeyemi,marcus.adeyemi3185@example.com,19/07/2026,21/07/2026,East,Phone,Electronics,5,183,10,shipped,paid,2,20,DW6 9ON,1,FALSE,,,,,,
O005400,C01380,Mary Mensah,mary.mensah1380,20/07/2026,23/07/2026,East,Store,Home,11,112,15,shipped,paid,3,48,YB6 3PW,1,FALSE,,,,,,
O009213,C03501,Mary Mensah,mary.mensah3501@example.com,07/07/2026,10/07/2026,North,Web,Fashion,4,27,15,cancelled,refund_pending,3,26,WD1 6YC,1,FALSE,,,,,,
O002583,C04778,Ngozi White,ngozi.white4778@example.com,11/07/2026,12/07/2026,West,Web,Beauty,12,12,15,delivered,paid,1,45,KT4 3RM,1,FALSE,,,,,,
O004580,C01102,Daniel Osei,daniel.osei1102@example.com,15/07/2026,22/07/2026,West,Store,Fashion,6,40,0,delivered,paid,7,31,VL7 6MZ,1,FALSE,,,,,,
O003748,C02897,Mary Owusu,mary.owusu2897@example.com,11/07/2026,15/07/2026,North,Web,Home,4,83,0,open,pending,4,42,UR8 3AB,1,FALSE,,,,,,
O007581,C00819,Rita Cole,rita.cole819@@example.com,12/07/2026,13/07/2026,East,Phone,Electronics,3,46,5,cancelled,refund_pending,1,67,E1 4JR,1,FALSE,,,,,,
O000406,C00603,Ben Cole,ben.cole603@example.com,30/07/2026,03/08/2026,East,Web,Home,9,84,15,open,pending,4,32,B5 5NP,1,FALSE,,,,,,
O007888,C01027,Kofi White,kofi.white1027@example.com,19/07/2026,20/07/2026,East,Web,Beauty,1,46,0,shipped,paid,1,70,HM5 4HM,2,FALSE,,,,,,
O002268,C04252,Nadia White,nadia.white4252@example.com,25/07/2026,01/08/2026,West,Store,Beauty,9,32,0,open,paid,7,62,ON8 2DQ,1,FALSE,,,,,,
O005109,C05462,Mary Owusu,mary.owusu5462@example.com,30/07/2026,31/07/2026,North,Phone,Fashion,4,47,10,shipped,paid,1,56,PX4 2QQ,1,FALSE,,,,,,
O007567,C01098,Jon Evans,jon.evans1098@example.com,01/07/2026,08/07/2026,South,Phone,Fashion,5,42,5,delivered,paid,7,43,GG7 6FM,1,FALSE,,,,,,
O004610,C02761,Grace Farah,grace.farah2761@example.com,26/07/2026,,East,Phone,Electronics,8,102,0,returned,refund_pending,6,46,P6 8GV,1,TRUE,,,,,,
O011044,C90044,N. Yusuf,ngozi.yusuf883@example.com,05/07/2026,11/07/2026,South,Store,Home,11,16,10,delivered,paid,6,47,AY7 9FJ,1,FALSE,,,,,,
O003701,C02836,Yusuf Baker,yusuf.baker2836@example.com,29/07/2026,01/08/2026,East,Store,Beauty,5,45,15,open,pending,3,60,B5 7ZL,1,FALSE,,,,,,
O002359,C02017,Maya Evans,maya.evans2017@example.com,04/07/2026,07/07/2026,North,Store,Beauty,4,30,15,shipped,paid,3,33,FM2 1CR,1,FALSE,,,,,,
O004756,C02603,Aisha Farah,aisha.farah2603@example.com,26/07/2026,31/07/2026,West,Web,Electronics,5,267,5,shipped,paid,5,19,J6 6YJ,1,FALSE,,,,,,
O009417,C03136,Paul Diallo,paul.diallo3136@example.com,13/07/2026,20/07/2026,West,Store,Home,10,71,20,shipped,paid,7,61,RJ2 0GS,1,FALSE,,,,,,
O007457,C02934,Maya Evans,maya.evans2934@example.com,26/07/2026,30/07/2026,North,Store,Electronics,4,100,5,shipped,paid,4,54,E8 8OL,1,FALSE,,,,,,
O002930,C03449,Maya James,maya.james3449@example.com,25/07/2026,26/07/2026,North,Phone,Electronics,4,258,20,cancelled,pending,1,43,D1 7QM,1,FALSE,,,,,,
O008464,C00374,Marcus Brown,marcus.brown374@example.com,02/07/2026,05/07/2026,South,Web,Beauty,10,40,20,open,pending,3,44,L6 3OO,1,FALSE,,,,,,
O001538,C02516,Maya Nwosu,maya.nwosu2516@example.com,05/07/2026,12/07/2026,North,Store,Beauty,4,60,0,cancelled,refund_pending,7,53,BP1 1TH,1,FALSE,,,,,,
O000573,C04868,Mo Baker,mo.baker4868@example.com,02/07/2026,05/07/2026,North,Phone,Beauty,4,10,0,shipped,paid,3,55,Y9 6WV,1,FALSE,,,,,,
O008798,C01367,Ngozi King,ngozi.king1367@example.com,30/07/2026,01/08/2026,South,Web,Electronics,5,80,0,open,pending,2,47,VN7 7DA,1,FALSE,,,,,,
O009264,C02580,Mo Noor,mo.noor2580@example.com,04/07/2026,11/07/2026,North,Web,Electronics,4,188,20,cancelled,refund_pending,7,53,R9 1FK,1,FALSE,,,,,,
O001977,C01595,Paul Carter,paul.carter1595@example.com,26/07/2026,29/07/2026,West,Store,Fashion,11,18,15,shipped,paid,3,58,E5 6YQ,1,FALSE,,,,,,
O003644,C01281,Mo Park,mo.park1281@example.com,11/07/2026,14/07/2026,North,Phone,Electronics,4,47,0,cancelled,refund_pending,3,23,N5 0AE,1,FALSE,,,,,,
O009327,C01004,Nadia Baker,nadia.baker1004@example.com,20/07/2026,25/07/2026,North,Phone,Fashion,4,37,5,shipped,paid,5,41,HC7 2RT,1,FALSE,,,,,,
O005162,C03636,Ruth Hassan,ruth.hassan3636@example.com,03/07/2026,10/07/2026,West,Web,Fashion,8,19,0,delivered,paid,7,39,TX3 5PJ,1,FALSE,,,,,,
O004356,C04272,Nadia Green,nadia.green4272@example.com,24/07/2026,27/07/2026,North,Phone,Fashion,4,28,0,shipped,paid,3,23,T5 3ZX,1,FALSE,,,,,,
O002704,C05488,Paul Baker,paul.baker5488@example.com,11/07/2026,14/07/2026,,Web,Beauty,4,25,20,shipped,paid,3,47,ON3 1WQ,1,FALSE,,,,,,
O002794,C04867,Yusuf Ibrahim,yusuf.ibrahim4867@example.com,06/07/2026,11/07/2026,East,Phone,Electronics,1,119,0,open,pending,5,34,K2 4XZ,1,FALSE,,,,,,
O003004,C05081,Fatima White,fatima.white5081@example.com,23/07/2026,24/07/2026,East,Phone,Home,6,19,15,delivered,paid,1,23,C2 0CK,1,FALSE,,,,,,
O006594,C04401,Zainab White,zainab.white4401@example.com,20/07/2026,23/07/2026,West,Web,Fashion,2,31,0,open,pending,3,51,LC3 6NZ,1,FALSE,,,,,,
O003469,C04531,Nadia James,nadia.james4531@example.com,23/07/2026,26/07/2026,North,Store,Fashion,4,53,20,delivered,paid,3,68,OF9 0WS,1,FALSE,,,,,,
O004810,C01730,Nadia Okafor,nadia.okafor1730@example.com,28/07/2026,04/08/2026,North,Store,Fashion,4,47,10,shipped,paid,7,38,J8 5CK,1,FALSE,,,,,,
O000976,C02487,Zainab Reyes,zainab.reyes2487@example.com,15/07/2026,18/07/2026,West,Phone,Beauty,6,69,0,shipped,paid,3,28,HW2 6VV,1,FALSE,,,,,,
O009909,C03451,Ngozi Cole,ngozi.cole3451@example.com,19/07/2026,26/07/2026,North,Phone,Fashion,4,38,20,delivered,paid,7,60,M2 5MH,1,FALSE,,,,,,
O008593,C01673,Paul Osei,paul.osei1673@example.com,04/07/2026,07/07/2026,East,Web,Beauty,9,28,5,shipped,paid,3,28,X6 0EV,1,FALSE,,,,,,
O006472,C02644,Robert Smith,robert.smith2644@example.com,17/07/2026,23/07/2026,East,Store,Beauty,4,69,15,returned,refund_pending,6,33,JW6 8CD,1,FALSE,,,,,,
O009311,C03165,Maya Nwosu,maya.nwosu3165@example.com,01/07/2026,06/07/2026,East,Web,Beauty,1,22,0,open,pending,5,33,BP1 4XD,1,FALSE,,,,,,
O001975,C01811,Ngozi James,ngozi.james1811@example.com,09/07/2026,14/07/2026,North,Store,Fashion,4,27,15,delivered,paid,5,25,J1 7RQ,1,FALSE,,,,,,
O001235,C00945,Samuel James,samuel.james945@example.com,16/07/2026,23/07/2026,West,Phone,Home,4,89,0,open,pending,7,33,SD6 8ZX,1,FALSE,,,,,,
O000456,C03351,Ngozi Reyes,ngozi.reyes3351@example.com,10/07/2026,16/07/2026,South,Store,Electronics,5,145,20,shipped,paid,6,32,V7 3KO,1,FALSE,,,,,,
O007110,C02844,David Diallo,david.diallo2844@example.com,27/07/2026,30/07/2026,East,Phone,Electronics,9,125,20,open,pending,3,46,G2 1GJ,1,FALSE,,,,,,
O001089,C00354,Priya Evans,priya.evans354@example.com,11/07/2026,16/07/2026,East,Store,Fashion,6,58,20,returned,refund_pending,5,50,CT5 0UU,1,FALSE,,,,,,
O005893,C02063,Zainab White,zainab.white2063@example.com,16/07/2026,19/07/2026,South,Phone,Electronics,5,95,0,shipped,paid,3,46,FR8 3DU,1,FALSE,,,,,,
O000061,C04478,Ivy Cole,ivy.cole4478@example.com,25/07/2026,01/08/2026,West,Phone,Fashion,8,38,0,open,paid,7,59,H1 2BG,1,FALSE,,,,,,
O002379,C04741,Sam White,,29/07/2026,31/07/2026,West,Phone,Electronics,1,218,0,open,paid,2,41,E1 8TB,1,FALSE,,,,,,
O006582,C05435,Ngozi James,ngozi.james5435@example.com,06/07/2026,10/07/2026,North,Store,Home,4,113,5,returned,paid,4,52,RH5 7CG,1,FALSE,,,,,,
O004382,C01577,Daniel Li,daniel.li1577@example.com,24/07/2026,30/07/2026,West,Phone,Home,1,70,0,cancelled,refund_pending,6,49,GW7 0NM,1,FALSE,,,,,,
O007708,C03543,Amara Ali,amara.ali3543@example.com,06/07/2026,11/07/2026,South,Store,Fashion,9,35,5,shipped,paid,5,25,NA4 9RB,1,FALSE,,,,,,
O008932,C02447,Nadia Noor,nadia.noor2447@example.com,12/07/2026,,South,Store,Electronics,2,185,0,shipped,paid,1,39,B4 0EN,1,TRUE,,,,,,
O006548,C04212,Amara Adeyemi,amara.adeyemi4212@example.com,28/07/2026,31/07/2026,South,Store,Electronics,6,220,0,cancelled,refund_pending,3,39,W9 4MX,1,FALSE,,,,,,
O008640,C03774,Ivy Park,ivy.park3774@example.com,25/07/2026,30/07/2026,East,Phone,Electronics,12,48,0,shipped,paid,5,18,CT7 1LX,1,FALSE,,,,,,
O004806,C03149,Paul Brown,paul.brown3149@example.com,26/07/2026,27/07/2026,West,Web,Home,5,12,0,open,paid,1,48,N8 6XY,1,FALSE,,,,,,
O005239,C01641,Mary Noor,mary.noor1641@example.com,05/07/2026,08/07/2026,East,Store,Home,2,116,20,shipped,paid,3,35,Y8 1FX,1,FALSE,,,,,,
O008753,C04000,Omar Owusu,omar.owusu4000@example.com,04/07/2026,05/07/2026,South,Store,Electronics,5,120,5,delivered,paid,1,22,TY4 4JC,1,FALSE,,,,,,
O000235,C03519,Femi Smith,femi.smith3519@example.com,11/07/2026,,East,Web,Home,9,83,5,shipped,failed,2,32,H7 9OQ,1,TRUE,,,,,,
O008762,C03834,Ngozi Mensah,ngozi.mensah3834@example.com,27/07/2026,03/08/2026,North,Store,Electronics,4,49,0,delivered,paid,7,36,AP5 6UG,1,FALSE,,,,,,
O008192,C02367,Nadia Adeyemi,nadia.adeyemi2367@example.com,06/07/2026,07/07/2026,South,Phone,Beauty,2,52,0,shipped,paid,1,62,CO7 4BZ,1,FALSE,,,,,,
O003934,C04424,Ngozi Mensah,ngozi.mensah4424@example.com,05/07/2026,06/07/2026,North,Phone,Home,4,11,5,shipped,paid,1,18,EA7 8ND,1,FALSE,,,,,,
O005585,C02659,Peter Owusu,peter.owusu2659@example.com,07/07/2026,12/07/2026,South,Web,Home,4,57,15,shipped,paid,5,57,Y5 5KG,1,FALSE,,,,,,
O002491,C00667,Ben Owusu,ben.owusu667@example.com,21/07/2026,22/07/2026,South,Phone,Beauty,2,61,10,cancelled,refund_pending,1,67,UL8 1LF,1,FALSE,,,,,,
O007911,C00690,Grace Ali,grace.ali690@example.com,30/07/2026,03/08/2026,South,Store,Beauty,9,67,10,shipped,paid,4,26,KL6 7UE,1,FALSE,,,,,,
O002019,C02659,Peter Owusu,peter.owusu2659@example.com,06/07/2026,10/07/2026,West,Store,Home,11,75,5,shipped,paid,4,18,Y5 5KG,1,FALSE,,,,,,
O001759,C04254,Zainab Brown,zainab.brown4254@example.com,15/07/2026,20/07/2026,East,Web,Home,9,45,0,shipped,paid,5,65,N5 6MB,1,FALSE,,,,,,
O009234,C02647,Jon Ibrahim,jon.ibrahim2647@example.com,22/07/2026,23/07/2026,East,Store,Electronics,3,235,15,delivered,paid,1,22,SN1 7LR,1,FALSE,,,,,,
O005828,C01259,Robert Carter,robert.carter1259@example.com,21/07/2026,23/07/2026,South,Phone,Electronics,8,278,5,shipped,paid,2,54,BH3 0RW,1,FALSE,,,,,,
O002039,C05433,Ngozi Owusu,ngozi.owusu5433@example.com,23/07/2026,30/07/2026,North,Phone,Beauty,4,10,20,open,paid,7,59,PB8 8MU,2,FALSE,,,,,,
O009596,C01925,Yusuf Nwosu,yusuf.nwosu1925@example.com,07/07/2026,11/07/2026,South,Web,Electronics,4,273,20,shipped,paid,4,65,CT6 2XS,1,FALSE,,,,,,
O004418,C00346,Mary Ade,mary.ade346@example.com,16/07/2026,23/07/2026,South,Web,Home,3,84,20,open,paid,7,44,F5 7RM,1,FALSE,,,,,,
O002039,C05433,Ngozi Owusu,ngozi.owusu5433@example.com,23/07/2026,30/07/2026,North,Phone,Beauty,4,10,20,open,paid,7,59,PB8 8MU,2,FALSE,,,,,,
O007654,C03138,Ngozi Park,ngozi.park3138@example.com,29/07/2026,05/08/2026,North,Web,Beauty,4,52,5,returned,paid,7,19,XF5 8DX,1,FALSE,,,,,,
O002402,C02688,Omar Ali,omar.ali2688@example.com,27/07/2026,03/08/2026,North,Store,Fashion,4,34,15,cancelled,refund_pending,7,33,SF7 4FU,1,FALSE,,,,,,
